place_name,review_text,rating,published_at_date
Curly Hair Designs,"The curly hair designs salon offers the best curl cut experience. The team is very friendly. Rhea is knowledgeable and client oriented. She asks for your routine & your goals, advises you on how to manage your hair in a simple yet efficient way, shows you your hair potentiel and makes sure that you are fully satisfied before leaving the salon. Its simply the best curly hair salon in Ottawa. If you are struggling to have a good curly cut or guidance and would love to see what your natural hair can do, this is definitely the place to go.",5,12:42.9
Curly Hair Designs,"I am 52 years old and have been struggling since my hair started to go grey, but Candace transformed my curls! The cut is fantastic and more importantly she explained how to style my curls so that I get definition and not frizz. Did I hesitate when I saw the prices? Absolutely. Was it worth every penny? 100%!!",5,12:42.9
Curly Hair Designs,The hair dressers are so nice and take the time to educate you on how to style your type of curls with some tips and tricks   Id recommend it to all my wavy/curly haired people!,5,12:42.9
Curly Hair Designs,,5,12:43.5
Curly Hair Designs,"This salon is absolutely amazing. The staff are so friendly, warm and welcoming the moment you walk into the front door. I recieved the best curly haircut Ive ever had. Not only that, their products used are incredible and have left my curls so beautiful. I am obsessed with my hair now. And Im so grateful the stylist look such care and time to carefully cut and style my curls. I highly recommend them!",5,12:43.5
Curly Hair Designs,"AMAZING first visit ! HIGHLY RECOMMEND!! I had booked a consultation for the wrong service but Rhea saved the day. She took the time to know my hair history, products being used ,treatments that have been done, wants & desires for moving forward with my hair as well. When I left I was more knowledgeable on product ingredients, managing my hair type & purchased some of their sold in store products. When I tell you I was instantly sold on this being my home salon after meeting the phenomenal stylist ,once I used their recommended hair products I have officially thrown out every other product I used to use. My beautiful curls are coming back stronger, healthier than ever & are extremely moisturized",5,12:43.5
Curly Hair Designs,"Lisa is a dream..if you live in Aylmer and have curly hair..she is your go to girl..friendly, professional and has tonnes of good advice. My hair got to from now on!!! To be sure",5,12:43.5
Curly Hair Designs,Paula was extremely helpful and taught me all sorts of tips to make styling my hair easier for me to do on my own. Highly recommend for anyone looking to learn about their curls!,5,12:43.5
Curly Hair Designs,Amazing space to care for your curls.,5,12:43.5
Curly Hair Designs,,5,12:43.5
Curly Hair Designs,Avoid at all costs. Really wanted to like this place but it was a NO for me.. the cost/service/ what you pay vs what you get you can definitely go elsewhere and get your moneys worth with outstanding customer service.,1,12:43.5
Curly Hair Designs,"They fail to reply to emails, and fail to answer multiple questions concerning their business. Very unsatisfied.",1,12:43.5
Curly Hair Designs,"Hello! I found a salon that I can trust will take utmost care of their customers. Patricia is a true professional curly hair stylist. She made my experience memorable and long lasting because I absolutely love my cut. She made my experience fun, exciting and educational. She taught me how to maintain a style, as well as switch it up. She knew how to frame a cut for my face shape and personality. I went from very long to over the shoulder and asked myself:  Why haven t I been coming to this salon all this time?!  If you re looking for a salon to take quality care of your curly locks, I wouldn t recommend any other place! I look forward to our next visit, Patricia! Many, many thanks! Loving the cut/style more and more every day! Services: Hairstyling",5,12:43.5
Curly Hair Designs,"Rhea was lovely and helped me through my first ever hair appointment! It was really great to learn about my curls and how to maintain them, she taught me everything step by step. The wash and cut was so pretty and I can t wait to go back!",5,12:44.1
Curly Hair Designs,"Absolutely love this sweet little studio. The ladies here are so nice, inclusive, and they really truly care. They take the time to listen to your concerns and give you exactly what you want and educate you so you are able to replicate their handiwork. They also use and sell amazing products here that really changed my hair. So glad Ive found them!!",5,12:44.1
Curly Hair Designs,"I am an old customer of Paula, and she is amazing. My hair is a weird combination of textures and really hard to get right.  Paula saw it immediately because she is so good at curly hair, each step asked me how to approach it and did a great job. I was so impressed I also brought my daughters there to have their hair done and she was fantastic.  Make the kids feel comfortable and listen to what they wanted.",5,12:44.1
Curly Hair Designs,,5,12:44.1
Curly Hair Designs,"Patricia was absolutely magic. She cleared up so many curly haircare mysteries for me on my first visit, and her cut was amazing. The routine she gave me has left my hair feeling so glamorous!  Ill definitely be back.",5,12:44.1
Curly Hair Designs,Amazing experience! From booking to final results. Definitely going back again! Got the ultimate curly experience with Leah and I gave her full control. I finally know how to style my hair for my face and she gave me the best cut for my face!,5,12:44.1
Curly Hair Designs,"Get an appointment well in advance, these ladies are busy! As they ought to be. Great skill set, will never have my curly hair cut anywhere else in the city.",5,12:44.1
Curly Hair Designs,Rhea was very informative and treated my hair with such care! Today was my first ever visit and my curls will most definitely see you guys again   !,5,12:44.1
Curly Hair Designs,,5,12:44.1
Curly Hair Designs,"I had the ultimate curl cut experience with Rhea and it was awesome! She was very informative and personable, and gave me the exact cut I wanted/needed. I have wavy hair and am so happy to have found a stylist that didn t send me home with my hair styled straight but rather focused on the shape my hair takes naturally. If you re hoping to embrace your natural waves or curls and looking for help on styling and routine this is the place to go!",5,12:44.1
Curly Hair Designs,,5,12:44.7
Curly Hair Designs,,5,12:44.7
Curly Hair Designs,,5,12:44.7
Curly Hair Designs,"Byfar the best hair cut I have ever gotten! I had my appointment with Paula, who was incredibly nice and talented! She colored and cut my hair, and it came out better than I expected! Loved it so much, 10/10 would recommend.",5,12:44.7
Curly Hair Designs,"Spent a wonderful morning here learning about my hair. The stylist was a wealth of knowledge and helped me get my hair to a point where it looks really beautiful and healthy. Could not recommend more highly, perfect atmosphere blended with a high quality service and kindness.",5,12:44.7
Curly Hair Designs,"This is the place  to  visit ,when you want to explore, learn, embrace and cherish your  natural hair .Take the time  to empower yourself !",5,12:44.7
Curly Hair Designs,My kiddo walked out feeling on top of the world and loving her hair. Rhea did an amazing job and was incredibly patient and gentle. Overall the experience was great and both ladies make you feel so welcome. Thank you for such a great experience!,5,12:44.7
Curly Hair Designs,"Nothing quite like sitting in Paula s chair. From the amazing cuts, to the wonderful conversations, the experience is flawless. If you are really lucky, you get to listen to snippets of her beautiful singing voice or humming while she washes you hair, pure bliss. She has elevated my curls.",5,12:44.7
Curly Hair Designs,"Curly Hair Designs is the best for you curly needs! I bring my 6 year old daughter who is mixed to Paula for not only some pampering and a special treat but to bring her the best experience for taking care of her curly hair. Paula is gentle, incredibly knowledgeable and taught me so much about how to create a good hair care routine for my daughter, who also absolutely loves Paula! The experience and knowledge you will gain is worth every penny!",5,12:44.7
Curly Hair Designs,I enjoy the product. Perfect for my hair. My curls just pup out,5,12:44.7
Lucas Nault Hair Studio,"I had my first appointment here with Jessica yesterday! She is so talented and absolutely lovely to be around. She took the time to understand my hair history, what I wanted for my hair, and executed my vision flawlessly. She was realistic about my budget and I couldn t be more happy with the results!",5,12:45.2
Lucas Nault Hair Studio,"I absolutely love this place! You show them a idea, you get that idea and more, it s absolutely amazing. The atmosphere is so nice and everyone that works there is so kind and is so enjoyable to talk to! Will be returning for as long as im in ottawa :]",5,12:45.2
Lucas Nault Hair Studio,"I dye my hair at home quite a bit and go for some fun fashion colours, and when my hair gets too dead or a home dye goes wrong I go here for them to fix it. Ive been three times over 2 years. Once I went blue from natural, once I went a very light purple and silver from Manic Panic blue, and most recently I went full rainbow from a botched pink and purple Manic Panic split dye. The staff are always very kind and have never judged or commented on my home bleaches and dyes, unlike at some other places that have previously been rude about my tendancy to get bored and dye my own hair. No matter what I show up with in my hair they manage to make it work and get me close or to my hair goals, as well as helping my hair recover from the frequent bleaching. I am very happy with the quality of the hair dyes I get here The staff are also super friendly and accommodating. Most recently, my rainbow dye took 9.5 hours (including a short break partway through), and Lindsay was very kind and accommodating of my anxious little brain the whole time. I read a book for a while, played on my phone, chatted a bit, ordered a pizza, and fell asleep for a hot sec, and she was very chill and just kind of rolled with it. On a previous visit, I ran almost an hour and a half late due to a personal emergency. I fully expected to be told too bad, go home, but the stylist was amazing about it, still did my hair, and didnt even make me feel bad about it even thought I was very late and it was kind of rude of me to do so. Ive seen three different stylists here and have loved all of them, and I will be coming back here for my weird hair projects. I recommend this salon to everyone who asks about my hair, and huge shoutout to Lindsay for my most recent project.",5,12:45.2
Lucas Nault Hair Studio,Jess is amazing. I immediately felt at ease and comfortable with her (I was new to Ottawa last year) and see her every 2 months. She always listens to my requests regarding cut and color and gives me a superb cut for my bangs and unruly wavy thick hair. I walk out feeling fantastic every single time. It is truly a great experience chatting with Jess. The studio is an amazing space as well. Highly recommend this studio and Jess.,5,12:45.2
Lucas Nault Hair Studio,"Thankful for this safe 3rd place. Had a consultation and cut with Jessica, briefly explained my sensory issues and didn t have to explain further during the cut. As someone on the spectrum I didn t rly need to voice that for her to accommodate - so that had me very relieved. But felt comfortable if I needed to. Btw the Ricardo s special was amazing Requested style: Scissor cut",5,12:45.3
Lucas Nault Hair Studio,,5,12:45.3
Lucas Nault Hair Studio,I just got my hair dyed here the other day and I had a great experience! Jessica went above and beyond with what I wanted. She did way better than what I had imagined my hair would look like. I love it so much and will definitely be back! Also I am deaf and she knew to face me and gesture especially when I had my hearing aids off throughout the process so I found it less stressful with communication. I would consider this place deaf friendly as well!,5,12:45.3
Lucas Nault Hair Studio,Jessica did an amazing job highlighting my hair. Highly recommend!,5,12:45.3
Lucas Nault Hair Studio,"I made an appointment with Angelo B. He is simply incredible! I had horrible color (Bicoleur) during the weekend (I used drugstore color). Angelo put my hair in the right direction. Thank you again Angelo, great job and excellent service",5,12:45.3
Lucas Nault Hair Studio,"Lucas is such a professional stylist.  He asked me my needs: a professional looking cut, with bangs, short, but long enough to pullback into a ponytail.  And I dont do blowdriers. The cut was beautiful, to the point I got tonnes of compliments and it was easy to maintain.  I literally brushed it every morning and left the house. The added bonus is they use eco and biological products, which you can also purchase. The only hesitation I have with giving it such a great review is that others will find out about this place, and it wont be as easy to get appointments.",5,12:45.3
Lucas Nault Hair Studio,A recent haircut by Jess has me very happy.   She is a professional and a fun person.   Thanks for a great haircut!  Highly recommended.,5,12:45.8
Lucas Nault Hair Studio,Angelo is the bomb dot com.,5,12:45.8
Lucas Nault Hair Studio,Love my new hair!,5,12:45.8
Lucas Nault Hair Studio,,5,12:45.9
Lucas Nault Hair Studio,"I got my hair done tonight by Jessica and LOVE it! From the moment I stepped foot in to the salon, I felt so comfortable and relaxed. Jessica put so much effort into my appointment and we connected right away. She provided me with valuable feedback, education, and we really worked as a team to get the right cut for me! I had some pretty wicked hair damage due to a recent medical change and she really helped me love my hair again. I felt pretty hopeless prior to tonight. Thank you thank you thank you!!! Aside from the amazing stylist, the salon itself makes you feel comfy and right at home it s literally so awesome ! And great email communication too:)",5,12:45.9
Lucas Nault Hair Studio,"I was a regular (so far as someone who only got their hair trimmed twice a year can be called a regular) at Lucas Nault Hair Studio pre-Covid and was always happy with my visit. Having spent a chunk of Covid entertaining myself and my students by using wash-out bright colour hair dyes, more than one person had told me I should consider using more permanent colours so in December, I did. I booked a consult with Jess first (my first time with her as my stylist) and felt comfortable right off the bat. The day we spent together (my hair was a long process) was fantastic. Jess is AMAZING and Lucas was also on hand to help. I couldnt be happier with my colours of the wind hair. I love it and so do the strangers who stop me to ask about it. Best place to go for your hair and for a most relaxed and fun experience.",5,12:45.9
Lucas Nault Hair Studio,Wonderful ambiance Visited today and got a haircut from Rachel My hair looks exactly like what I asked for and  for a very affordable price,5,12:45.9
Lucas Nault Hair Studio,"A true gem in the heart of Ottawa, full of incredibly talented stylists. Quinn did a fantastic job meticulously lightening my dark hair, and then colouring it the red colour I had dreamt of. 10/10 experience",5,12:45.9
Lucas Nault Hair Studio,Jessica is the best! Absolutely recommended.,5,12:45.9
Lucas Nault Hair Studio,Thank you for being an inclusive shop where I had zero concerns for my well being. I went in with a vague idea of what I wanted and Jessica worked with me to come up with a really innovative and fun idea   The final outcome was a million times better than I was ever expecting.,5,12:45.9
Lucas Nault Hair Studio,"Jessica is a magician, my hair model",5,12:46.5
Lucas Nault Hair Studio,Jess is the best. She went out of her way to accomodate my appointment and was super realistic/knowledgeable about what I was requesting. Cant recommend her enough :),5,12:46.5
Lucas Nault Hair Studio,,5,12:46.5
Lucas Nault Hair Studio,"New to Ottawa, first time here. Great vibe, fantastic cut. Jessica really listened and built immediate trust - I will definitelybe back. Highly recommend!",5,12:46.5
Lucas Nault Hair Studio,"I had a fantastic experience at Lucas Nault Hair Studio. Jess cut my hair and walked me through every step of the process and was very receptive to what I wanted. I love what she did! Everyone was friendly and kind, I felt right at home. Booking an appointment was very easy  too. I will be making this my new go to place, highly recommend it to anyone looking for a salon in Ottawa!",5,12:46.5
Lucas Nault Hair Studio,,5,12:46.5
Lucas Nault Hair Studio,We live in Orleans but drive downtown just to have Angelo cut our hair!,5,12:46.5
Lucas Nault Hair Studio,Best salon ever !! Angelo is so amazing  and does a real amazing job. Lucas is awesome as well as the rest of the team. My go to place always.,5,12:46.5
Lucas Nault Hair Studio,Quinn really paid attention to my preferences and the final result was amazing. Thank you!,5,12:46.5
Lucas Nault Hair Studio,,5,12:46.5
Lucas Nault Hair Studio,I had my hair cut.  And all the staff were friendly and professional.   I recommend Lucas Nault hair studio to all my friends and family.,5,12:47.1
Lucas Nault Hair Studio,Jess did the BEST job! It was my first time doing colour and she explained everything very clearly and made me feel super comfortable. The end product was exactly what I was looking for!,5,12:47.1
Lucas Nault Hair Studio,"Best service in Ottawa, theyre absolute pros.",5,12:47.1
Lucas Nault Hair Studio,"Lucas saved my hair from years of abuse! Hes a talented colourist and stylist, with great vision and creativity. Ive also had the pleasure of having my hair styled by Kirsten she is as talented and she is creative. Great salon, amazing staff! If your hair needs rescue, or even if youre looking for a fresh change, you NEED to go to Lucas Nault!",5,12:47.1
Lucas Nault Hair Studio,"Amazing hair salon. On Friday August 18th I brought my daughter and my niece to get our hair done. My daughter had Jess which was 100% fantastic with her, kept her hair a surprise and my daughter couldnt stop chatting up a storm with her which normally shes very shy, my niece had Rachel which Ive had her before and she explained the process to her and let her chose what color she wanted for her highlights. I had Quinn which she was amazing to. All staff there is amazingly nice and we all had fun and laughs! Next appointment is my husbands appointment with Jess and cant wait! 100% if you want to feel like you are at home, enjoy the company of the staff I would highly suggest you come here",5,12:47.1
Lucas Nault Hair Studio,Wonderful and welcoming queer friendly space,5,12:47.1
Lucas Nault Hair Studio,Quinn is phenomenal!! Prices very good considering quality service and location.,5,12:47.1
Lucas Nault Hair Studio,,1,12:47.1
Lucas Nault Hair Studio,"Absolutely amazing experience, Angelo was able to finally give me the haircut I have been looking for. As somebody who s really inexperienced when it comes to haircuts I felt super comfortable with Angelo and he seemed to understand what I was saying despite me not knowing a thing about hair. Plus he likes Weezer so I d give 6 stars if the app would let me",5,12:47.1
Lucas Nault Hair Studio,"I got my hair done with Jess and had a 10/10 experience!! She took the time to explain the process and pricing to make sure I was comfortable and didn t want me to leave until I absolutely loved my hair. Not only did my hair turn out perfect, but the service the entire time was extremely respectful and welcoming. The pricing is very affordable and reasonable, I highly recommend to anyone looking for a new salon and I definitely will be going back!! :)",5,12:47.1
Lucas Nault Hair Studio,"Jessica is absolutely amazing!  Not only is she so professional, warm, welcoming (and funny) -she s an incredible hairdresser!  She understands my hair and has totally improved it.  I get so many compliments now.  The whole family now goes to Jessica!",5,12:47.7
Lucas Nault Hair Studio,"My hair was a mess. I had been to 2 different salons and both of them had ruined my color by failing to match my roots to my lengths, and then trying repeatedly without success to correct it. My hair was probably 4 different colors and levels by the time they were through. Jess squeezed me in for a correction and did a phenomenal job. She knew exactly what to do without further damaging my already tired hair. I left with hair thats a beautiful colour as well as softer and smoother. While she was working on me, I saw a lot of other people come and go, and all of them left looking amazing. I dont think you could go wrong with any of the stylists here. My new home salon.",5,12:47.7
Lucas Nault Hair Studio,Amazing haircut! From Angelo.,5,12:47.7
Lucas Nault Hair Studio,Tara is the best! I m always happy with what she does.,5,12:47.7
Lucas Nault Hair Studio,"I had a great appointment with Quinn! She clearly understood what I wanted and my appointment was quick, seamless, and super relaxed!",5,12:47.7
Lucas Nault Hair Studio,Most amazing and positive experience Ive ever had at a salon. Definitely will only be coming here from now on!,5,12:47.7
Lucas Nault Hair Studio,"Rachel was amazing!!! I had my old boring colour stripped, roots bleached, and now have a gorgeous red and purple. It turned out so much better than I could have ever imagined! She was exactly what I (and my hair) needed. I will be back again!",5,12:47.7
Lucas Nault Hair Studio,First visit. My hair is wavy and Melissa knew exactly what to do with it. This was my first haircut in 2 years and I was nervous but she was so kind and comforting! :),5,12:47.7
Lucas Nault Hair Studio,"The absolute most amazing stylists, so warm and welcoming, also tons of fun. Always have a blast !!!!   And the results are worth every penny, never disappointed!!",5,12:47.7
Lucas Nault Hair Studio,"Unpretentious, affordable, and I always walk away looking and feeling great.",5,12:47.7
Ndeg1 SALON,,5,12:48.3
Ndeg1 SALON,"My hair came out so gorgeous!! It was a wreck before I came in, with black, orange and brown spots from old at home box dye. Nora preformed her miracle work and made it a beautiful dark brown! I don t even understand how she was able to make my hair this beautiful! She completely exceeded my expectations and matched my natural hair colour perfectly, and  my confidence boost! I would definitely recommend Nora.",5,12:48.3
Ndeg1 SALON,I m absolutely thrilled with my experience at the Ndeg1 SALON. Nora is an extremely talented and knowledgeable hairstylist. She s the best in Ottawa. She s so friendly and kind. I highly recommend Ndeg1 SALON to everyone.,5,12:48.3
Ndeg1 SALON,"Nora is amazing! She is a very talented hairstylist and always consistent. I go to Nora every few months for a wash, trim and style and I always leave feeling confident! She has magic hands and I ll never go to anyone else. She also gives the best recommendations and my hair is soo healthy and happy thanks to her!! I couldn t recommend her more!!",5,12:48.3
Ndeg1 SALON,"Nora is very professional and super kind. I went in with super damaged hair and came out super happy. I also tested the oil that she made herself, it is SUPER effective. I recommend! Thank you Nora",5,12:48.3
Ndeg1 SALON,"Nora was AMAZING!!! Super nice and welcoming, tbh I ve never loved my hair more",5,12:48.3
Ndeg1 SALON,"My experience was amazing with this salon! This was the first time I absolutely loved the colour and the cut of my hair, usually not many hair dressers get what suits me but Nora knew exactly what to do with it. Thank you so much, I highly recommend her!",5,12:48.3
Ndeg1 SALON,Nora is amazing!!!  She works so hard to please her clients.  I am particular about my hair and she did a phenomenal job!  Both colour and cut were exceptional.  I Highly recommend Nora!,5,12:48.3
Ndeg1 SALON,Today was my first day at Nora s hair salon and I am so so happy I came here!! She and Joey (her student assistant) are the kindest people! Nora  took the time to really understand what I was looking for and made sure I was happy every step of the way! Thank you girls I will definitely be coming again soon!!,5,12:48.3
Ndeg1 SALON,"Nora is a lovely and attentive business owner and hairstylist (THE BEST). Even her assistant is kind and chill. She listens to everything and asks a lot of questions to understand what youre trying to go for! Everything is clean, organized, and calm, so you never feel rushed or taken advantage of. I get my curly cut from her (Im just not consistent with my appointments, haha). Basically, 3 or so short layers, lots of volume - shortest layer is around the top of my ear Ill post my before and after cut. This is my second time getting a haircut, and each time, she delivers! It even works when I blow my hair straight too (: Also, I plan to get highlights in my hair for the first time ever. Never colored my hair, and she gave great tips and discussed what shade of brown might work for me! Also discussed the risks and rationale if I were to go lighter vs. darker for color and what I should avoid/do once my hair is colored",5,12:48.3
Ndeg1 SALON,Extremely clean salon. Super nice and sweet service. She is good with curly hair and super attentive to detail. Thank you!,5,12:48.8
Ndeg1 SALON,Hijabi friendly place who really cares about your hair! She gave me really good advice! And even gave a massage!,5,12:48.8
Ndeg1 SALON,"Super friendly, really nice spot! Will definitely go back.",5,12:48.8
Ndeg1 SALON,"Getting my hair cut is always an amazing experience here! Nora always listens carefully, and provides the friendliest, kindest service to everyone.",5,12:48.8
Ndeg1 SALON,"<< She gets it right <<  Nora s keen eye, expertise and enthusiasm will make your cut, colour or blow out a great experience.  I have been going to Nora s No1 Salon for over a year now and have always left with a big smile because I look and feel great!  She also makes thoughtful and interesting suggestions if you re looking for a change or new ideas.",5,12:48.8
Ndeg1 SALON,Absolutely thrilled with my experience at this hair salon! The stylists expertise in cuts and colors is truly outstanding. The attention to detail and precision in every aspect of the service left me feeling like a new person. Ive finally found my go-to hairdresser for stunning transformations. Highly recommend for anyone seeking top-notch hair care!,5,12:48.8
Ndeg1 SALON,"Nora is the best! A bright, clean salon with high hair styling skills! You can t get better!",5,12:48.8
Ndeg1 SALON,,5,12:48.8
Ndeg1 SALON,"The salon is amazing - such high quality, personalized hair care . They make you feel like youre the most beautiful person in the world, and hey you are!!",5,12:48.8
Ndeg1 SALON,"Nora is such a delight to talk too, she always listens to what you want and you will leave feeling satisfied. Definitely recommend going to her.",5,12:48.8
Ndeg1 SALON,Been coming to Nora for years. Always does a great job. :),5,12:49.4
Ndeg1 SALON,Always a pleasure getting my hair done here! Would 100% recommend. :),5,12:49.4
Ndeg1 SALON,Nora is the best Absolutely knows the best style for your hair if you are confused. I feel like a star,5,12:49.4
Ndeg1 SALON,Nora is lovely.  She gave me a great haircut and was meticulous about making sure my hair was even and fell properly.  I will definitely see her again.,4,12:49.4
Ndeg1 SALON,"Great service and atmosphere! Im glad Ive met my new favorite hairstylist - it can take a looong time to find the one when you relocate. Nora really took the time to listen to me and understand my requests. Shes very talented and professional. Thank you, Nora.",5,12:49.4
Ndeg1 SALON,Awesome hairdresser. I totally recommend Services,5,12:49.4
Ndeg1 SALON,Nora is a phenomenal hairstylist. Every time I go get my hair done I am impressed. Highly recommend.,5,12:49.4
Ndeg1 SALON,Nora is so kind and understanding.  Her salon is a safe place with no judgement. She takes the time to talk to you about what you want and she talks things through with you. She was able to get us in for an emergency hair fix that was needed! She is AMAZING!!!! We have now found our forever stylist!,5,12:49.4
Ndeg1 SALON,"Nora was the best fast friendly, and amazing at hair cutting!!!",5,12:49.4
Ndeg1 SALON,,5,12:49.4
Ndeg1 SALON,"I have been seeing Nora for years now, she always does an amazing job highlighting and cutting my hair. She is a highly skilled professional and is so friendly and fun to chat with. I can t recommend her highly enough. She is also great with my teenage daughters, they are always happy with their hair cuts!",5,12:50.2
Ndeg1 SALON,"Nora is really dedicated to meeting your hair styling / colouring needs. She s patient, kind and knowledgeable. She s also committed in ensuring you re happy when you leave. Legit great service and care! Also, she s great with kids and is a supporter of Locks of Love.",5,12:50.2
Ndeg1 SALON,I really had a great experience. Really liked the haircut and highlighting.,5,12:50.2
Ndeg1 SALON,Always come to here to get my hair done and I always leave so content and satisfied 10/10 recommend,5,12:50.2
Ndeg1 SALON,"Nora is fantastic! She took the time to make sure she knew exactly what I wanted. My hair turned out beautiful. The highlights and roots meld together perfectly. Thank you so much for taking good care of me, I cant wait to go back! Love your client Xo",5,12:50.2
Ndeg1 SALON,Tried Ndeg1 salon for the first time and I was extremely satisfied. It is a very clean salon with great customer care. I will be back.,5,12:50.2
Ndeg1 SALON,"Got my hair done at Ndeg1 Salon and it was absolutely amazing! I fell in love the moment I walked in and walked out. The Hairstylist, Nora, was absolutely amazing! Extremely professional and legitimately has your back. Makes you feel super comfortable as I ve had horrible past experiences at hair salons, but this one exceed my expectations! For those who are usually hesitant to get their hair done because of a bad experience, Nora will have you covered. She tells you exactly what will get done and how you would like it. She is the definition of hairstylist. Absolutely recommend and if you re hesitant don t be she has your hair! 100% recommend!",5,12:50.2
Ndeg1 SALON,"Nora is amazing! Super friendly and professional and always gives me the perfect mens haircut, she cuts my sons hair beautifully as well (hes 4).  Highly recommend!",5,12:50.2
Ndeg1 SALON,"Absolutely love Nora! I ve been going to her for forever now and absolutely love her new salon! Best service, and she really cares about her clients. I cannot recommend her enough!!",5,12:50.2
Ndeg1 SALON,Nora is a hair magician! Her work is always spectacular and I m thrilled with my hair every time I go to her. She cares so much about getting amazing hair results and goes above and beyond!,5,12:50.2
Ndeg1 SALON,"Amazing place!!! Nora took my hair from orange, to a nice blonde! Prices are very fair and results were even better!",5,12:50.8
Ndeg1 SALON,"I went to n.1 hair salon after making a difficult decision to switch hairstylists. I have had the same hairstylist for over 20 years but when I met Nora, not only was she friendly and instantly made me feel comfortable, she cut and coloured my hair EXACTLY how I like it!! I am quite picky so I m so pleased to say that I am definitely going back for touch ups and haircuts. To top it off, she gave me excellent recommendations to take good care of my hair and it has never felt so soft and smoothe. I am in love with my hair again   . Thank you so much Nora!!!",5,12:50.8
Ndeg1 SALON,Got my haircut for the second time with Nora and I will be returning again and again to her!  I very much trust her expertise and her passion for her craft! The salon is as bright and welcoming as she is. She takes the time to make sure she understands exactly what you want and she makes sure she gets it right!  Thank you for a great hair cut!!,5,12:50.8
Ndeg1 SALON,Loved walking into Ndeg1 Salon. Extremely clean and lots of free parking. I got my extensions redone & they have never looked better! Thanks for a great experience.,5,12:50.8
Ndeg1 SALON,,5,12:50.8
