place_name,review_text,rating,published_at_date
Curly Hair Designs,"The curly hair designs salon offers the best curl cut experience. The team is very friendly. Rhea is knowledgeable and client oriented. She asks for your routine & your goals, advises you on how to manage your hair in a simple yet efficient way, shows you your hair potentiel and makes sure that you are fully satisfied before leaving the salon. Its simply the best curly hair salon in Ottawa. If you are struggling to have a good curly cut or guidance and would love to see what your natural hair can do, this is definitely the place to go.",5,12:42.9
Curly Hair Designs,"I am 52 years old and have been struggling since my hair started to go grey, but Candace transformed my curls! The cut is fantastic and more importantly she explained how to style my curls so that I get definition and not frizz. Did I hesitate when I saw the prices? Absolutely. Was it worth every penny? 100%!!",5,12:42.9
Curly Hair Designs,The hair dressers are so nice and take the time to educate you on how to style your type of curls with some tips and tricks   Id recommend it to all my wavy/curly haired people!,5,12:42.9
Curly Hair Designs,,5,12:43.5
Curly Hair Designs,"This salon is absolutely amazing. The staff are so friendly, warm and welcoming the moment you walk into the front door. I recieved the best curly haircut Ive ever had. Not only that, their products used are incredible and have left my curls so beautiful. I am obsessed with my hair now. And Im so grateful the stylist look such care and time to carefully cut and style my curls. I highly recommend them!",5,12:43.5
Curly Hair Designs,"AMAZING first visit ! HIGHLY RECOMMEND!! I had booked a consultation for the wrong service but Rhea saved the day. She took the time to know my hair history, products being used ,treatments that have been done, wants & desires for moving forward with my hair as well. When I left I was more knowledgeable on product ingredients, managing my hair type & purchased some of their sold in store products. When I tell you I was instantly sold on this being my home salon after meeting the phenomenal stylist ,once I used their recommended hair products I have officially thrown out every other product I used to use. My beautiful curls are coming back stronger, healthier than ever & are extremely moisturized",5,12:43.5
Curly Hair Designs,"Lisa is a dream..if you live in Aylmer and have curly hair..she is your go to girl..friendly, professional and has tonnes of good advice. My hair got to from now on!!! To be sure",5,12:43.5
Curly Hair Designs,Paula was extremely helpful and taught me all sorts of tips to make styling my hair easier for me to do on my own. Highly recommend for anyone looking to learn about their curls!,5,12:43.5
Curly Hair Designs,Amazing space to care for your curls.,5,12:43.5
Curly Hair Designs,,5,12:43.5
Curly Hair Designs,Avoid at all costs. Really wanted to like this place but it was a NO for me.. the cost/service/ what you pay vs what you get you can definitely go elsewhere and get your moneys worth with outstanding customer service.,1,12:43.5
Curly Hair Designs,"They fail to reply to emails, and fail to answer multiple questions concerning their business. Very unsatisfied.",1,12:43.5
Curly Hair Designs,"Hello! I found a salon that I can trust will take utmost care of their customers. Patricia is a true professional curly hair stylist. She made my experience memorable and long lasting because I absolutely love my cut. She made my experience fun, exciting and educational. She taught me how to maintain a style, as well as switch it up. She knew how to frame a cut for my face shape and personality. I went from very long to over the shoulder and asked myself:  Why haven t I been coming to this salon all this time?!  If you re looking for a salon to take quality care of your curly locks, I wouldn t recommend any other place! I look forward to our next visit, Patricia! Many, many thanks! Loving the cut/style more and more every day! Services: Hairstyling",5,12:43.5
